,E+,SiteKBTU,OS
outputcontrol_files.osm,23.2.0-7636e6b3e9,1957005.3991669219,Transition
ems_1floor_SpaceType_1space.osm,23.2.0-7636e6b3e9,4510528.981174233,Transition
roof_vegetation.rb,23.2.0-7636e6b3e9,4757643.860782322,Transition
dist_ht_cl.osm,23.2.0-7636e6b3e9,7575172.423481704,Transition
surface_properties.rb,23.2.0-7636e6b3e9,8780198.675734447,Transition
airloop_and_zonehvac.rb,23.2.0-7636e6b3e9,4538318.97914182,Transition
multiple_loops_w_plenums.osm,23.2.0-7636e6b3e9,6491381.459088239,Transition
schedule_ruleset_2012_NonLeapYear.rb,23.2.0-7636e6b3e9,6790351.413348668,Transition
zone_mixing.osm,23.2.0-7636e6b3e9,1044617.6828109166,Transition
ghx_horizontal_trench_xing.rb,23.2.0-7636e6b3e9,729.8191826412543,Transition
chiller_electric_ashrae205.osm,23.2.0-7636e6b3e9,3134819.8218954685,Transition
afn_single_zone_nv.osm,23.2.0-7636e6b3e9,1044617.6828109166,Transition
heatexchanger_airtoair_sensibleandlatent.osm,23.2.0-7636e6b3e9,3464423.2254844247,Transition
ptac_othercoils.rb,23.2.0-7636e6b3e9,4539920.790075149,Transition
interior_partitions.osm,23.2.0-7636e6b3e9,6113827.987382632,Transition
airloop_avms.rb,23.2.0-7636e6b3e9,4180811.8395308396,Transition
storage_liion_battery.rb,,,Transition
water_heaters.osm,23.2.0-7636e6b3e9,6286207.487054015,Transition
plantloop_avms.rb,23.2.0-7636e6b3e9,7081094.315004778,Transition
plant_op_temp_schemes.rb,23.2.0-7636e6b3e9,7819974.629316228,Transition
schedule_ruleset_2013.osm,23.2.0-7636e6b3e9,6780579.418838238,Transition
foundation_kiva_customblocks.rb,23.2.0-7636e6b3e9,6377036.80169364,Transition
lowtemprad_electric.rb,23.2.0-7636e6b3e9,2104125.5725819548,Transition
photovoltaics_sandia.osm,23.2.0-7636e6b3e9,1957052.7900229378,Transition
chillers_tertiary.rb,23.2.0-7636e6b3e9,3129350.917111261,Transition
surface_properties_ground_and_solarmult.rb,23.2.0-7636e6b3e9,2571797.496086952,Transition
chiller_electric_ashrae205.rb,23.2.0-7636e6b3e9,3134819.8218954685,Transition
headered_pumps.osm,23.2.0-7636e6b3e9,7693829.648773729,Transition
schedule_fixed_interval.rb,23.2.0-7636e6b3e9,4248485.981921211,Transition
unitary_system_performance_multispeed.osm,23.2.0-7636e6b3e9,2158245.930151846,Transition
storage_liion_battery.osm,,,Transition
dist_ht_cl.rb,23.2.0-7636e6b3e9,7572584.882743249,Transition
vrf.rb,23.2.0-7636e6b3e9,3811760.287394443,Transition
coil_cooling_dx.rb,23.2.0-7636e6b3e9,1096245.2813543826,Transition
generator_windturbine.osm,23.2.0-7636e6b3e9,2938782.806901065,Transition
dsn_oa_w_ideal_loads.osm,23.2.0-7636e6b3e9,6490907.550528082,Transition
coil_cooling_dx_airloop.rb,23.2.0-7636e6b3e9,1095600.76571257,Transition
vrf.osm,23.2.0-7636e6b3e9,3763781.784764183,Transition
daylighting_devices.rb,23.2.0-7636e6b3e9,2938204.638457674,Transition
zone_hvac_cooling_panel.osm,23.2.0-7636e6b3e9,1045053.6786862605,Transition
fuelcell.rb,23.2.0-7636e6b3e9,7454240.437100928,Transition
solar_collector_integralcollectorstorage.rb,23.2.0-7636e6b3e9,7712131.997366978,Transition
zone_hvac2.osm,23.2.0-7636e6b3e9,4220904.503720093,Transition
environmental_factors.rb,23.2.0-7636e6b3e9,1044617.6828109166,Transition
air_chillers.rb,23.2.0-7636e6b3e9,12543800.37524577,Transition
adiabatic_construction_set.osm,23.2.0-7636e6b3e9,1894477.9037398524,Transition
moisture_settings.rb,23.2.0-7636e6b3e9,7081606.136249747,Transition
zone_hvac.osm,23.2.0-7636e6b3e9,3879368.082586392,Transition
lowtemprad_varflow.rb,23.2.0-7636e6b3e9,2089235.3656218331,Transition
generator_microturbine.rb,23.2.0-7636e6b3e9,55742290.66068418,Transition
water_heaters.rb,23.2.0-7636e6b3e9,7544140.890962646,Transition
thermal_storage.rb,23.2.0-7636e6b3e9,7822789.646163558,Transition
surface_properties_lwr.osm,23.2.0-7636e6b3e9,1950361.2011535254,Transition
daylighting_devices.osm,23.2.0-7636e6b3e9,2938204.638457674,Transition
coilsystem_integrated_heatpump.rb,23.2.0-7636e6b3e9,1082843.1472731526,Transition
centralheatpumpsystem.osm,23.2.0-7636e6b3e9,7706539.87635713,Transition
baseline_sys06.rb,23.2.0-7636e6b3e9,6704611.876645125,Transition
zoneventilation_windandstackopenarea.osm,23.2.0-7636e6b3e9,10637237.803221922,Transition
zone_air_movement.rb,23.2.0-7636e6b3e9,34212188.77689183,Transition
elcd_no_generators.osm,23.2.0-7636e6b3e9,1051195.5336258907,Transition
multiple_airloops.osm,23.2.0-7636e6b3e9,13204770.122267466,Transition
utility_bill01.rb,23.2.0-7636e6b3e9,7078440.4270679,Transition
chiller_reformulated.osm,23.2.0-7636e6b3e9,1403783.502382445,Transition
shadingcontrol_singlezone.rb,23.2.0-7636e6b3e9,6474216.491039364,Transition
baseline_sys10.rb,23.2.0-7636e6b3e9,5915952.20717482,Transition
plant_op_deltatemp_schemes.rb,23.2.0-7636e6b3e9,3079761.1253764685,Transition
utility_bill02.osm,23.2.0-7636e6b3e9,5642080.450260287,Transition
fan_componentmodel.osm,23.2.0-7636e6b3e9,3923185.6680584773,Transition
surfacecontrol_moveableinsulation.rb,23.2.0-7636e6b3e9,2950403.044796107,Transition
surface_properties_ground_and_solarmult.osm,23.2.0-7636e6b3e9,2571797.496086952,Transition
shadowcalculation.osm,23.2.0-7636e6b3e9,2938782.806901065,Transition
vrf_watercooled.osm,23.2.0-7636e6b3e9,7333043.061926465,Transition
fuelcell.osm,23.2.0-7636e6b3e9,7455813.8135206485,Transition
airterminal_cooledbeam.osm,23.2.0-7636e6b3e9,6207055.279336649,Transition
unitary_vav_bypass.rb,23.2.0-7636e6b3e9,4587548.600370893,Transition
hot_water.rb,23.2.0-7636e6b3e9,7150010.097822759,Transition
ideal_loads_w_plenums.rb,23.2.0-7636e6b3e9,1145200.0356185657,Transition
dual_duct.rb,23.2.0-7636e6b3e9,5385269.401511394,Transition
output_objects_2.rb,23.2.0-7636e6b3e9,1957005.3991669219,Transition
fan_on_off.osm,23.2.0-7636e6b3e9,7590612.364371609,Transition
photovoltaics.osm,23.2.0-7636e6b3e9,5632175.761353013,Transition
tablelookup.rb,23.2.0-7636e6b3e9,2244544.678956373,Transition
humidity_control_2.rb,23.2.0-7636e6b3e9,5797114.896629936,Transition
meters.osm,23.2.0-7636e6b3e9,7822789.646163558,Transition
elcd_no_generators.rb,23.2.0-7636e6b3e9,1051195.5336258907,Transition
pthp_othercoils.rb,23.2.0-7636e6b3e9,4543399.278906699,Transition
hot_water.osm,23.2.0-7636e6b3e9,7151583.47424248,Transition
unitary_test.osm,23.2.0-7636e6b3e9,2120361.679852922,Transition
heatpump_varspeed.rb,23.2.0-7636e6b3e9,1577177.1663725632,Transition
ptac_othercoils.osm,23.2.0-7636e6b3e9,4893902.049998564,Transition
solar_collector_flat_plate_photovoltaicthermal_bipvt.osm,23.2.0-7636e6b3e9,4247794.075423381,Transition
baseline_sys03.rb,23.2.0-7636e6b3e9,7141716.698020018,Transition
window_property_frame_and_divider.rb,23.2.0-7636e6b3e9,1962066.7425893953,Transition
sizing_zone_dszad.osm,23.2.0-7636e6b3e9,2938782.806901065,Transition
output_objects_2.osm,23.2.0-7636e6b3e9,1957005.3991669219,Transition
unitary_vav_bypass_plenum.osm,23.2.0-7636e6b3e9,3798926.843585401,Transition
humidity_control.osm,23.2.0-7636e6b3e9,7918604.478856031,Transition
baseline_sys05.osm,23.2.0-7636e6b3e9,6988672.667603026,Transition
vrf_fluid_temperature_control_hr.osm,23.2.0-7636e6b3e9,1657011.802416554,Transition
availability_managers.osm,23.2.0-7636e6b3e9,4288948.2947873855,Transition
thermal_storage.osm,23.2.0-7636e6b3e9,7822789.646163558,Transition
roof_vegetation.osm,23.2.0-7636e6b3e9,4757643.860782322,Transition
tablemultivariablelookup.osm,23.2.0-7636e6b3e9,6122472.079519889,Transition
afn_single_zone_nv.rb,23.2.0-7636e6b3e9,1044617.6828109166,Transition
refrigeration_system_2.rb,23.2.0-7636e6b3e9,3679103.803235391,Transition
ems.rb,23.2.0-7636e6b3e9,7081094.315004778,Transition
chillers_tertiary.osm,23.2.0-7636e6b3e9,3129350.917111261,Transition
lifecyclecostparameters.rb,23.2.0-7636e6b3e9,162958.19749546866,Transition
headered_pumps.rb,23.2.0-7636e6b3e9,7691204.19535046,Transition
baseline_sys10.osm,23.2.0-7636e6b3e9,5904786.921497529,Transition
zone_mixing.rb,23.2.0-7636e6b3e9,1044617.6828109166,Transition
ideal_loads_w_plenums.osm,23.2.0-7636e6b3e9,1145200.0356185657,Transition
plantloop_avms_temp.osm,23.2.0-7636e6b3e9,7091131.698308896,Transition
outputcontrol_timestamp.rb,23.2.0-7636e6b3e9,1957005.3991669219,Transition
unitary_vav_bypass_plenum.rb,23.2.0-7636e6b3e9,3798926.843585401,Transition
plant_op_temp_schemes.osm,23.2.0-7636e6b3e9,7819974.629316228,Transition
daylighting_no_shades.osm,23.2.0-7636e6b3e9,5557392.990560292,Transition
evaporative_cooling.rb,23.2.0-7636e6b3e9,7135830.753702872,Transition
schedule_file.osm,23.2.0-7636e6b3e9,6910856.882025303,Transition
coilsystem_integrated_heatpump.osm,23.2.0-7636e6b3e9,1082833.6691019493,Transition
pvwatts.osm,23.2.0-7636e6b3e9,5650298.024693403,Transition
baseline_sys05.rb,23.2.0-7636e6b3e9,7414479.508903784,Transition
interior_partitions.rb,23.2.0-7636e6b3e9,3586919.110113718,Transition
coil_waterheating_desuperheater.rb,23.2.0-7636e6b3e9,2654172.2820133828,Transition
airloop_and_zonehvac.osm,23.2.0-7636e6b3e9,5678078.544489787,Transition
setpoint_manager_systemnodereset.rb,23.2.0-7636e6b3e9,3192958.924055488,Transition
ExampleModel.rb,23.2.0-7636e6b3e9,162958.19749546866,Transition
additional_props.osm,23.2.0-7636e6b3e9,5631720.809135263,Transition
availability_managers.rb,23.2.0-7636e6b3e9,4286047.974399228,Transition
refrigeration_system.osm,23.2.0-7636e6b3e9,8599819.59956762,Transition
heatpump_hot_water.osm,23.2.0-7636e6b3e9,4530736.442179314,Transition
evaporative_cooling.osm,23.2.0-7636e6b3e9,7408792.606181904,Transition
plenums.rb,23.2.0-7636e6b3e9,5219685.750592657,Transition
schedule_ruleset_2012_LeapYear.osm,23.2.0-7636e6b3e9,6791820.529885153,Transition
multi_stage.osm,23.2.0-7636e6b3e9,2983974.7271976047,Transition
swimmingpool_indoor.osm,23.2.0-7636e6b3e9,11524508.365889626,Transition
unitary_system.rb,,,Transition
zone_control_contaminant_controller.osm,23.2.0-7636e6b3e9,6759319.88082961,Transition
fluid_coolers.osm,23.2.0-7636e6b3e9,5310477.15254747,Transition
coil_waterheating_desuperheater_2.osm,23.2.0-7636e6b3e9,4677809.224738331,Transition
humidity_control_2.osm,23.2.0-7636e6b3e9,5805029.169584553,Transition
coil_waterheating_desuperheater_2.rb,23.2.0-7636e6b3e9,4677809.224738331,Transition
schedule_ruleset_2013.rb,23.2.0-7636e6b3e9,6779110.302301752,Transition
zone_hvac.rb,23.2.0-7636e6b3e9,5039543.628705909,Transition
doas_heatexchanger_airtoair_sensibleandlatent.rb,23.2.0-7636e6b3e9,3284698.1431306135,Transition
coolingtowers.osm,23.2.0-7636e6b3e9,7602990.8559628995,Transition
hightemprad.osm,23.2.0-7636e6b3e9,4425917.346843864,Transition
pv_and_storage_facilityexcess.rb,23.2.0-7636e6b3e9,7086402.090878533,Transition
air_terminals.rb,23.2.0-7636e6b3e9,8519861.747297987,Transition
baseline_sys03.osm,23.2.0-7636e6b3e9,7137593.693546656,Transition
fan_systemmodel.rb,23.2.0-7636e6b3e9,12017250.05222691,Transition
moisture_settings.osm,23.2.0-7636e6b3e9,5635407.817733281,Transition
baseline_sys02.rb,23.2.0-7636e6b3e9,4273783.220862373,Transition
adiabatic_construction_set.rb,23.2.0-7636e6b3e9,1544714.430001832,Transition
baseline_sys04.rb,23.2.0-7636e6b3e9,4435215.432794137,Transition
heatpump_plantloop_eir.osm,23.2.0-7636e6b3e9,1662736.6178232464,Transition
baseline_sys08.osm,23.2.0-7636e6b3e9,6541359.855842359,Transition
photovoltaics_sandia.rb,23.2.0-7636e6b3e9,1957052.7900229378,Transition
window_property_frame_and_divider.osm,23.2.0-7636e6b3e9,1962066.7425893953,Transition
coilsystem_waterhx.osm,23.2.0-7636e6b3e9,4185731.010385266,Transition
transformer.rb,23.2.0-7636e6b3e9,7081094.315004778,Transition
python_plugin.osm,23.2.0-7636e6b3e9,1044617.6828109166,Transition
environmental_factors.osm,23.2.0-7636e6b3e9,1044617.6828109166,Transition
absorption_chillers.rb,23.2.0-7636e6b3e9,7840703.389737479,Transition
phase_change.osm,23.2.0-7636e6b3e9,2740793.2886388167,Transition
vrf_airloophvac.osm,23.2.0-7636e6b3e9,1889833.5998503172,Transition
doas_heatexchanger_airtoair_sensibleandlatent.osm,23.2.0-7636e6b3e9,3284698.1431306135,Transition
zone_control_contaminant_controller.rb,23.2.0-7636e6b3e9,6757784.417094703,Transition
meters.rb,23.2.0-7636e6b3e9,7822789.646163558,Transition
ducts_and_pipes.rb,23.2.0-7636e6b3e9,5379279.197311013,Transition
pthp_othercoils.osm,23.2.0-7636e6b3e9,3935203.9891440496,Transition
schedule_fixed_interval_schedulefile.rb,23.2.0-7636e6b3e9,4248485.981921211,Transition
solar_collector_integralcollectorstorage.osm,23.2.0-7636e6b3e9,6263128.140174385,Transition
fan_on_off.rb,23.2.0-7636e6b3e9,8520117.657920472,Transition
absorption_chillers.osm,23.2.0-7636e6b3e9,7840703.389737479,Transition
utility_bill01.osm,23.2.0-7636e6b3e9,5638308.13812144,Transition
zone_fan_exhaust.osm,23.2.0-7636e6b3e9,4122701.1718844306,Transition
surface_properties_lwr.rb,23.2.0-7636e6b3e9,1950361.2011535254,Transition
fluid_coolers.rb,23.2.0-7636e6b3e9,5310477.15254747,Transition
water_economizer.rb,23.2.0-7636e6b3e9,7873241.951477835,Transition
outputcontrol_files.rb,23.2.0-7636e6b3e9,1957005.3991669219,Transition
zone_property_user_view_factors_by_surface_name.osm,23.2.0-7636e6b3e9,3777970.6070552734,Transition
plant_op_deltatemp_schemes.osm,23.2.0-7636e6b3e9,3079761.1253764685,Transition
space_load_instances.rb,23.2.0-7636e6b3e9,4981423.482888296,Transition
baseline_sys07.rb,23.2.0-7636e6b3e9,7822789.646163558,Transition
multiple_loops_w_plenums.rb,23.2.0-7636e6b3e9,6491381.459088239,Transition
air_terminals.osm,23.2.0-7636e6b3e9,9936715.647769554,Transition
baseline_sys02.osm,23.2.0-7636e6b3e9,3953828.5955582066,Transition
plant_op_schemes.osm,23.2.0-7636e6b3e9,7761532.225677709,Transition
electric_equipment_ITE.osm,23.2.0-7636e6b3e9,7890245.790616257,Transition
unitary_vav_bypass_coiltypes.osm,23.2.0-7636e6b3e9,2361334.7045213804,Transition
doas.osm,23.2.0-7636e6b3e9,5717280.260585946,Transition
pvwatts.rb,23.2.0-7636e6b3e9,7081094.315004778,Transition
asymmetric_interior_constructions.osm,23.2.0-7636e6b3e9,5825568.366581743,Transition
lowtemprad_constflow.osm,23.2.0-7636e6b3e9,8970491.918979753,Transition
sizing_zone_dszad.rb,23.2.0-7636e6b3e9,2938782.806901065,Transition
baseline_sys04.osm,23.2.0-7636e6b3e9,4462920.127220895,Transition
foundation_kiva.rb,23.2.0-7636e6b3e9,6382230.839512956,Transition
chiller_reformulated.rb,23.2.0-7636e6b3e9,1403783.502382445,Transition
air_chillers.osm,23.2.0-7636e6b3e9,4220904.503720093,Transition
hightemprad.rb,23.2.0-7636e6b3e9,4425917.346843864,Transition
shadingcontrol_singlezone.osm,23.2.0-7636e6b3e9,6485429.167572671,Transition
zoneventilation_windandstackopenarea.rb,23.2.0-7636e6b3e9,10236349.074014202,Transition
plenums.osm,23.2.0-7636e6b3e9,5219685.750592657,Transition
daylighting_shades.rb,23.2.0-7636e6b3e9,7110050.12803035,Transition
airterminal_inletsidemixer.osm,23.2.0-7636e6b3e9,3363840.872676776,Transition
setpoint_managers.osm,23.2.0-7636e6b3e9,8016400.24932996,Transition
airloop_avms.osm,23.2.0-7636e6b3e9,4180811.8395308396,Transition
schedule_fixed_interval_schedulefile.osm,23.2.0-7636e6b3e9,4177693.5212050085,Transition
multi_stage_electric.osm,23.2.0-7636e6b3e9,2179325.3829076136,Transition
plant_op_schemes.rb,23.2.0-7636e6b3e9,7761532.225677709,Transition
vrf_fluid_temperature_control_hr.rb,23.2.0-7636e6b3e9,1657011.802416554,Transition
solar_collector_flat_plate_photovoltaicthermal_bipvt.rb,23.2.0-7636e6b3e9,4247794.075423381,Transition
plantloop_avms.osm,23.2.0-7636e6b3e9,5631720.809135263,Transition
baseline_sys01.rb,23.2.0-7636e6b3e9,7081094.315004778,Transition
solar_collector_flat_plate_water.rb,23.2.0-7636e6b3e9,7563068.798855303,Transition
daylighting_no_shades.rb,23.2.0-7636e6b3e9,7007306.752188386,Transition
solar_collector_flat_plate_water.osm,23.2.0-7636e6b3e9,6113846.943725037,Transition
infiltration.rb,23.2.0-7636e6b3e9,1044617.6828109166,Transition
fan_componentmodel.rb,23.2.0-7636e6b3e9,3923185.6680584773,Transition
multi_stage.rb,23.2.0-7636e6b3e9,2984505.50478498,Transition
zone_hvac_cooling_panel.rb,23.2.0-7636e6b3e9,1045053.6786862605,Transition
lowtemprad_varflow.osm,23.2.0-7636e6b3e9,2089235.3656218331,Transition
multiple_airloops.rb,23.2.0-7636e6b3e9,13204770.122267466,Transition
airterminal_cooledbeam.rb,23.2.0-7636e6b3e9,6211690.105054982,Transition
generator_windturbine.rb,23.2.0-7636e6b3e9,2938782.806901065,Transition
pv_and_storage_facilityexcess.osm,23.2.0-7636e6b3e9,5625057.65477946,Transition
lifecyclecostparameters.osm,23.2.0-7636e6b3e9,162673.85235937464,Transition
solar_collector_flat_plate_photovoltaicthermal.osm,23.2.0-7636e6b3e9,6245242.831114073,Transition
ideal_plant.osm,23.2.0-7636e6b3e9,7158559.408247986,Transition
heatpump_airtowater_fuelfired.rb,23.2.0-7636e6b3e9,2097197.0294324644,Transition
coolingtowers.rb,23.2.0-7636e6b3e9,7879725.020580779,Transition
schedule_file.rb,23.2.0-7636e6b3e9,6909454.112687239,Transition
coilsystem_waterhx.rb,23.2.0-7636e6b3e9,4185731.010385266,Transition
baseline_sys09.osm,23.2.0-7636e6b3e9,6738884.943715654,Transition
multi_stage_electric.rb,23.2.0-7636e6b3e9,2177334.966954956,Transition
lowtemprad_constflow.rb,23.2.0-7636e6b3e9,9001523.45149881,Transition
refrigeration_system_2.osm,23.2.0-7636e6b3e9,3679103.803235391,Transition
generator_microturbine.osm,23.2.0-7636e6b3e9,48424497.97622356,Transition
unitary_vav_bypass_coiltypes.rb,23.2.0-7636e6b3e9,2361334.7045213804,Transition
heatrecovery_chiller.rb,23.2.0-7636e6b3e9,5231467.117398152,Transition
output_objects.osm,23.2.0-7636e6b3e9,1979525.5339455665,Transition
doas_coil_cooling_dx_two_speed.rb,23.2.0-7636e6b3e9,3386759.0906459517,Transition
heatexchanger_desiccant_balancedflow.rb,23.2.0-7636e6b3e9,5265455.839332588,Transition
tablemultivariablelookup.rb,23.2.0-7636e6b3e9,6122472.079519889,Transition
coilsystem_dxhx_desiccant_balancedflow.osm,23.2.0-7636e6b3e9,1159066.6000887495,Transition
heatpump_varspeed.osm,23.2.0-7636e6b3e9,1577177.1663725632,Transition
output_objects.rb,23.2.0-7636e6b3e9,1979525.5339455665,Transition
unitary_system.osm,,,Transition
ghx_horizontal_trench_xing.osm,23.2.0-7636e6b3e9,729.8191826412543,Transition
water_economizer.osm,23.2.0-7636e6b3e9,6911567.744865539,Transition
coilsystem_dxhx_desiccant_balancedflow.rb,23.2.0-7636e6b3e9,1159066.6000887495,Transition
surface_properties.osm,23.2.0-7636e6b3e9,7562727.584691991,Transition
epw_design_conditions.osm,23.2.0-7636e6b3e9,5631720.809135263,Transition
coilsystem_dxhx.osm,23.2.0-7636e6b3e9,1159066.6000887495,Transition
centralheatpumpsystem.rb,23.2.0-7636e6b3e9,7711278.961958696,Transition
daylighting_shades.osm,23.2.0-7636e6b3e9,5576500.983705809,Transition
zone_fan_exhaust.rb,23.2.0-7636e6b3e9,4122900.2134796963,Transition
ideal_plant.rb,23.2.0-7636e6b3e9,7156995.509999468,Transition
python_plugin.rb,23.2.0-7636e6b3e9,1044617.6828109166,Transition
additional_props.rb,23.2.0-7636e6b3e9,7081094.315004778,Transition
photovoltaics.rb,23.2.0-7636e6b3e9,7081539.789051325,Transition
vrf_airloophvac.rb,23.2.0-7636e6b3e9,1889833.5998503172,Transition
foundation_kiva_customblocks.osm,23.2.0-7636e6b3e9,4606656.593516409,Transition
vrf_fluid_temperature_control.rb,23.2.0-7636e6b3e9,1591953.6352782478,Transition
exterior_equipment.osm,23.2.0-7636e6b3e9,4922109.087499089,Transition
humidity_control.rb,23.2.0-7636e6b3e9,7915817.89652231,Transition
lowtemprad_electric.osm,23.2.0-7636e6b3e9,2104419.3958892524,Transition
shadowcalculation.rb,23.2.0-7636e6b3e9,2938782.806901065,Transition
vrf_watercooled.rb,23.2.0-7636e6b3e9,7333507.492315418,Transition
unitary_vav_bypass.osm,23.2.0-7636e6b3e9,4587548.600370893,Transition
coil_cooling_dx_airloop.osm,23.2.0-7636e6b3e9,1095600.76571257,Transition
ems.osm,23.2.0-7636e6b3e9,32803.950534043914,Transition
surfacecontrol_moveableinsulation.osm,23.2.0-7636e6b3e9,2950403.044796107,Transition
heatexchanger_airtoair_sensibleandlatent.rb,23.2.0-7636e6b3e9,3457219.8153700437,Transition
schedule_fixed_interval.osm,23.2.0-7636e6b3e9,4177693.5212050085,Transition
vrf_fluid_temperature_control.osm,23.2.0-7636e6b3e9,1591953.6352782478,Transition
zone_hvac_equipment_list.osm,23.2.0-7636e6b3e9,2980439.369338836,Transition
heatpump_hot_water.rb,23.2.0-7636e6b3e9,4530452.097043219,Transition
ducts_and_pipes.osm,23.2.0-7636e6b3e9,5389164.929875881,Transition
plantloop_avms_temp.rb,23.2.0-7636e6b3e9,7091131.698308896,Transition
phase_change.rb,23.2.0-7636e6b3e9,2740793.2886388167,Transition
coil_userdefined.osm,23.2.0-7636e6b3e9,3189470.9570527347,Transition
solar_collector_flat_plate_photovoltaicthermal.rb,23.2.0-7636e6b3e9,7156237.256303217,Transition
setpoint_managers.rb,23.2.0-7636e6b3e9,8016400.24932996,Transition
airterminal_fourpipebeam.rb,23.2.0-7636e6b3e9,6122472.079519889,Transition
unitary_systems_airloop_and_zonehvac.osm,23.2.0-7636e6b3e9,5631768.199991278,Transition
schedule_ruleset_2012_LeapYear.rb,23.2.0-7636e6b3e9,6790351.413348668,Transition
baseline_sys06.osm,23.2.0-7636e6b3e9,6354876.837420714,Transition
zone_hvac_equipment_list.rb,23.2.0-7636e6b3e9,2980439.369338836,Transition
epw_design_conditions.rb,23.2.0-7636e6b3e9,7081094.315004778,Transition
unitary_systems_airloop_and_zonehvac.rb,23.2.0-7636e6b3e9,7293452.740810977,Transition
pv_and_storage_demandleveling.osm,23.2.0-7636e6b3e9,5554530.582856947,Transition
design_day.rb,23.2.0-7636e6b3e9,1044617.6828109166,Transition
ghx_horizontal_trench_kusuda.rb,23.2.0-7636e6b3e9,729.8191826412543,Transition
cooling_coils.osm,23.2.0-7636e6b3e9,8172714.248812032,Transition
baseline_sys07.osm,23.2.0-7636e6b3e9,7567627.7992040105,Transition
baseline_sys01.osm,23.2.0-7636e6b3e9,5650298.024693403,Transition
zone_air_movement.osm,23.2.0-7636e6b3e9,34213724.24062674,Transition
coil_userdefined.rb,23.2.0-7636e6b3e9,3189470.9570527347,Transition
unitary_test.rb,23.2.0-7636e6b3e9,2120361.679852922,Transition
zone_hvac2.rb,23.2.0-7636e6b3e9,4220904.503720093,Transition
cooling_coils.rb,23.2.0-7636e6b3e9,8172714.248812032,Transition
utility_bill02.rb,23.2.0-7636e6b3e9,7077085.048585853,Transition
unitary_system_performance_multispeed.rb,23.2.0-7636e6b3e9,2148976.278715181,Transition
foundation_kiva.osm,23.2.0-7636e6b3e9,4611784.284137305,Transition
ghx_horizontal_trench_kusuda.osm,23.2.0-7636e6b3e9,729.8191826412543,Transition
fan_systemmodel.osm,23.2.0-7636e6b3e9,11910933.405841365,Transition
scheduled_infiltration.osm,23.2.0-7636e6b3e9,745657.2067216899,Transition
